Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,23043.080078,23063.150391,22939.869141,22976.880859,22976.880859,1874216100
2016-09-01,22897.160156,23193.029297,22843.419922,23162.339844,23162.339844,2106535800
2016-09-02,23157.009766,23306.480469,23152.789063,23266.699219,23266.699219,2510528100
2016-09-05,23576.310547,23688.410156,23530.359375,23649.550781,23649.550781,1915393300
2016-09-06,23683.279297,23787.679688,23548.550781,23787.679688,23787.679688,1830882300
2016-09-07,23785.230469,23830.750000,23695.679688,23741.810547,23741.810547,1939676800
2016-09-08,23704.359375,23928.929688,23663.589844,23919.339844,23919.339844,1686733500
2016-09-09,23924.769531,24364.000000,23914.730469,24099.699219,24099.699219,2771690800
2016-09-12,23596.029297,23625.369141,23290.599609,23290.599609,23290.599609,2533454700
2016-09-13,23564.130859,23652.410156,23196.490234,23215.759766,23215.759766,1616669300
2016-09-14,23225.580078,23371.529297,23155.730469,23190.640625,23190.640625,1473727100
2016-09-15,23237.199219,23471.480469,23194.369141,23335.589844,23335.589844,1699911500
2016-09-19,23486.619141,23625.919922,23394.949219,23550.449219,23550.449219,2052783800
2016-09-20,23494.009766,23556.060547,23397.130859,23530.859375,23530.859375,1483540700
2016-09-21,23522.859375,23729.019531,23436.230469,23669.900391,23669.900391,1627369300
2016-09-22,23920.179688,24058.650391,23683.580078,23759.800781,23759.800781,2332001400
2016-09-23,23836.599609,23846.710938,23628.640625,23686.480469,23686.480469,1872873700
2016-09-26,23554.830078,23563.500000,23276.130859,23317.919922,23317.919922,1652771300
2016-09-27,23356.029297,23646.029297,23295.050781,23571.900391,23571.900391,1816391200
2016-09-28,23455.730469,23619.650391,23370.439453,23619.650391,23619.650391,1524350900
2016-09-29,23828.599609,23828.599609,23607.990234,23739.470703,23739.470703,1606079200
2016-09-30,23435.289063,23484.369141,23239.359375,23297.150391,23297.150391,1674842700
2016-10-03,23652.830078,23698.300781,23500.710938,23584.429688,23584.429688,953365300
2016-10-04,23665.349609,23689.439453,23518.560547,23689.439453,23689.439453,1008151200
2016-10-05,23619.910156,23847.460938,23566.220703,23788.310547,23788.310547,1304619300
2016-10-06,23859.410156,24004.089844,23826.449219,23952.500000,23952.500000,1721487000
2016-10-07,23948.949219,23948.949219,23770.140625,23851.820313,23851.820313,1137835500
2016-10-11,24013.839844,24064.500000,23441.070313,23549.519531,23549.519531,2157326400
2016-10-12,23386.919922,23444.669922,23267.630859,23407.050781,23407.050781,1839710900
2016-10-13,23300.380859,23347.970703,23006.119141,23031.300781,23031.300781,1957428300
2016-10-14,23119.960938,23318.359375,23087.140625,23233.310547,23233.310547,1500768600
2016-10-17,23164.539063,23177.189453,22978.009766,23037.539063,23037.539063,1121480100
2016-10-18,23130.199219,23402.890625,23130.199219,23394.390625,23394.390625,1423480700
2016-10-19,23393.800781,23445.560547,23234.669922,23304.970703,23304.970703,1009919700
2016-10-20,23412.679688,23500.820313,23360.550781,23374.400391,23374.400391,1091055700
2016-10-21,null,null,null,null,null,null
2016-10-24,23431.630859,23620.089844,23235.609375,23604.080078,23604.080078,1804798700
2016-10-25,23581.689453,23631.339844,23506.640625,23565.109375,23565.109375,1182922100
2016-10-26,23396.140625,23464.029297,23310.230469,23325.429688,23325.429688,1029317700
2016-10-27,23347.189453,23352.619141,23002.529297,23132.349609,23132.349609,1551943100
2016-10-28,23088.830078,23157.730469,22847.730469,22954.810547,22954.810547,1215041700
2016-10-31,22845.820313,23045.529297,22775.289063,22934.539063,22934.539063,1297925200
2016-11-01,23015.060547,23268.050781,23015.060547,23147.070313,23147.070313,1537970700
2016-11-02,22946.060547,22956.849609,22785.349609,22810.500000,22810.500000,1054518000
2016-11-03,22708.550781,22855.009766,22683.509766,22683.509766,22683.509766,1132688600
2016-11-04,22611.539063,22771.609375,22587.589844,22642.619141,22642.619141,1014413400
2016-11-07,22682.710938,22867.240234,22623.839844,22801.400391,22801.400391,1376889500
2016-11-08,22981.910156,22996.970703,22820.390625,22909.470703,22909.470703,1015231100
2016-11-09,23048.320313,23048.320313,21957.710938,22415.189453,22415.189453,3548427000
