Date,Open,High,Low,Close,Adj Close,Volume
2016-12-22,57646.000000,57646.000000,56829.000000,57255.000000,57255.000000,2809800
2016-12-23,57255.000000,58143.000000,57255.000000,57937.000000,57937.000000,2155400
2016-12-26,57941.000000,58781.000000,57941.000000,58620.000000,58620.000000,680200
2016-12-27,58627.000000,59068.000000,58402.000000,58697.000000,58697.000000,1624700
2016-12-28,58688.000000,59911.000000,58688.000000,59782.000000,59782.000000,1960500
2016-12-29,59782.000000,60248.000000,59278.000000,60227.000000,60227.000000,2119500
2017-01-02,60227.000000,60227.000000,59371.000000,59589.000000,59589.000000,808700
2017-01-03,59631.000000,61815.000000,59631.000000,61814.000000,61814.000000,3328300
2017-01-04,61811.000000,61940.000000,61302.000000,61589.000000,61589.000000,2840800
2017-01-05,61594.000000,62409.000000,61594.000000,62071.000000,62071.000000,3313000
2017-01-06,62072.000000,62072.000000,61396.000000,61665.000000,61665.000000,2374800
2017-01-09,61680.000000,62112.000000,61307.000000,61700.000000,61700.000000,2480800
2017-01-10,61710.000000,62446.000000,61710.000000,62132.000000,62132.000000,2623400
2017-01-11,62134.000000,62674.000000,61665.000000,62446.000000,62446.000000,3139800
2017-01-12,62448.000000,64342.000000,62448.000000,63954.000000,63954.000000,4535000
2017-01-13,63940.000000,64092.000000,63366.000000,63652.000000,63652.000000,2735500
2017-01-16,63652.000000,64014.000000,63556.000000,63831.000000,63831.000000,1763700
2017-01-17,63827.000000,64658.000000,63456.000000,64354.000000,64354.000000,2933800
2017-01-18,64360.000000,64680.000000,64063.000000,64150.000000,64150.000000,3008900
2017-01-19,64145.000000,64456.000000,63574.000000,63951.000000,63951.000000,2867100
2017-01-20,63951.000000,64694.000000,63951.000000,64521.000000,64521.000000,3416700
2017-01-23,64519.000000,65816.000000,64500.000000,65749.000000,65749.000000,2957000
2017-01-24,65752.000000,66173.000000,65615.000000,65840.000000,65840.000000,3850500
2017-01-26,65842.000000,66594.000000,65842.000000,66191.000000,66191.000000,3494100
2017-01-27,66195.000000,66242.000000,65876.000000,66034.000000,66034.000000,2583400
2017-01-30,66025.000000,66025.000000,64165.000000,64302.000000,64302.000000,2264300
2017-01-31,64310.000000,64901.000000,64284.000000,64671.000000,64671.000000,2737700
2017-02-01,64687.000000,65594.000000,64687.000000,64836.000000,64836.000000,3214300
2017-02-02,64835.000000,65132.000000,64163.000000,64578.000000,64578.000000,2959200
2017-02-03,64579.000000,65387.000000,64264.000000,64954.000000,64954.000000,3482700
2017-02-06,64957.000000,65327.000000,63933.000000,63993.000000,63993.000000,2551400
2017-02-07,64022.000000,64815.000000,63938.000000,64199.000000,64199.000000,2776200
2017-02-08,64200.000000,64835.000000,63740.000000,64835.000000,64835.000000,3138600
2017-02-09,64850.000000,65302.000000,64587.000000,64965.000000,64965.000000,2641700
2017-02-10,64965.000000,66292.000000,64935.000000,66125.000000,66125.000000,3439000
2017-02-13,66125.000000,67094.000000,66125.000000,66968.000000,66968.000000,3108800
2017-02-14,66971.000000,67110.000000,66251.000000,66713.000000,66713.000000,3370900
2017-02-15,66712.000000,68016.000000,66712.000000,67976.000000,67976.000000,4119600
2017-02-16,67979.000000,68456.000000,67661.000000,67814.000000,67814.000000,3550800
2017-02-17,67814.000000,67819.000000,67158.000000,67748.000000,67748.000000,2787300
2017-02-20,67756.000000,68674.000000,67756.000000,68533.000000,68533.000000,2171300
2017-02-21,68536.000000,69112.000000,68536.000000,69052.000000,69052.000000,3051100
2017-02-22,69052.000000,69052.000000,68282.000000,68590.000000,68590.000000,3374600
2017-02-23,68590.000000,69488.000000,67279.000000,67461.000000,67461.000000,3977800
2017-02-24,67458.000000,67458.000000,66452.000000,66662.000000,66662.000000,3059900
2017-03-01,66661.000000,67398.000000,66661.000000,66989.000000,66989.000000,2378500
2017-03-02,67000.000000,67035.000000,65594.000000,65855.000000,65855.000000,3095300
2017-03-03,65860.000000,66801.000000,65860.000000,66786.000000,66786.000000,2654400
2017-03-06,66786.000000,66892.000000,66119.000000,66341.000000,66341.000000,3337500
2017-03-07,66343.000000,66641.000000,65668.000000,65742.000000,65742.000000,2886200
2017-03-08,65748.000000,65810.000000,64496.000000,64718.000000,64718.000000,3727200
2017-03-09,64718.000000,65068.000000,64203.000000,64585.000000,64585.000000,3513300
2017-03-10,64586.000000,65725.000000,64472.000000,64675.000000,64675.000000,3432900
2017-03-13,64674.000000,65651.000000,64674.000000,65534.000000,65534.000000,2162800
2017-03-14,65511.000000,65549.000000,64699.000000,64699.000000,64699.000000,2824800
2017-03-15,64702.000000,66318.000000,64537.000000,66235.000000,66235.000000,3742100
2017-03-16,66232.000000,66554.000000,65531.000000,65783.000000,65783.000000,2860400
2017-03-17,65783.000000,66205.000000,64152.000000,64210.000000,64210.000000,5213000
2017-03-20,64232.000000,65136.000000,63672.000000,64884.000000,64884.000000,3613900
2017-03-21,64884.000000,64965.000000,62795.000000,62980.000000,62980.000000,3700200
2017-03-22,62980.000000,63747.000000,62496.000000,63521.000000,63521.000000,4063300
2017-03-23,63521.000000,63942.000000,62840.000000,63531.000000,63531.000000,3447400
2017-03-24,63554.000000,63997.000000,63469.000000,63854.000000,63854.000000,2571200
2017-03-27,63829.000000,64356.000000,63030.000000,64308.000000,64308.000000,2672800
2017-03-28,64308.000000,64847.000000,64042.000000,64640.000000,64640.000000,3359100
2017-03-29,64636.000000,65551.000000,64476.000000,65528.000000,65528.000000,3488200
2017-03-30,65541.000000,65775.000000,65070.000000,65266.000000,65266.000000,2335700
2017-03-31,65266.000000,65597.000000,64859.000000,64984.000000,64984.000000,2614200
2017-04-03,64989.000000,65384.000000,64774.000000,65211.000000,65211.000000,2858500
2017-04-04,65212.000000,65775.000000,64990.000000,65769.000000,65769.000000,2085300
2017-04-05,65770.000000,66211.000000,64493.000000,64775.000000,64775.000000,2982200
2017-04-06,64775.000000,64921.000000,63762.000000,64223.000000,64223.000000,2875000
2017-04-07,64202.000000,65197.000000,64016.000000,64593.000000,64593.000000,2853100
2017-04-10,64593.000000,64928.000000,64115.000000,64650.000000,64650.000000,2984000
2017-04-11,64650.000000,64872.000000,63351.000000,64360.000000,64360.000000,3178400
2017-04-12,64362.000000,64456.000000,63814.000000,63892.000000,63892.000000,4253500
2017-04-13,63891.000000,63992.000000,62826.000000,62826.000000,62826.000000,3212900
2017-04-17,62828.000000,64424.000000,62828.000000,64335.000000,64335.000000,0
2017-04-18,64336.000000,64591.000000,63717.000000,64159.000000,64159.000000,3144800
2017-04-19,64165.000000,64572.000000,63219.000000,63407.000000,63407.000000,3069500
2017-04-20,63406.000000,64163.000000,63388.000000,63761.000000,63761.000000,2899700
2017-04-24,63761.000000,64754.000000,63761.000000,64389.000000,64389.000000,3194100
2017-04-25,64384.000000,65148.000000,63875.000000,65148.000000,65148.000000,3037200
2017-04-26,65144.000000,65436.000000,64679.000000,64862.000000,64862.000000,3221600
2017-04-27,64872.000000,65327.000000,64292.000000,64677.000000,64677.000000,3112100
2017-04-28,64679.000000,65403.000000,64592.000000,65403.000000,65403.000000,2973700
2017-05-02,65404.000000,66877.000000,65404.000000,66722.000000,66722.000000,3497000
2017-05-03,66720.000000,66758.000000,65898.000000,66094.000000,66094.000000,3446400
2017-05-04,66069.000000,66099.000000,64721.000000,64863.000000,64863.000000,3779900
2017-05-05,64869.000000,65768.000000,64863.000000,65710.000000,65710.000000,2760000
2017-05-08,65705.000000,66015.000000,65295.000000,65526.000000,65526.000000,2273300
2017-05-09,65533.000000,66536.000000,65533.000000,66278.000000,66278.000000,2679100
2017-05-10,66284.000000,67528.000000,66284.000000,67350.000000,67350.000000,3174100
2017-05-11,67355.000000,67709.000000,67191.000000,67538.000000,67538.000000,2872600
2017-05-12,67536.000000,68429.000000,67536.000000,68222.000000,68222.000000,3822600
2017-05-15,68227.000000,68593.000000,68081.000000,68474.000000,68474.000000,3290300
2017-05-16,68473.000000,68792.000000,68124.000000,68684.000000,68684.000000,3672400
2017-05-17,68674.000000,68674.000000,67163.000000,67540.000000,67540.000000,3317200
2017-05-18,67536.000000,67536.000000,60315.000000,61597.000000,61597.000000,11046700
2017-05-19,61597.000000,63488.000000,61597.000000,62639.000000,62639.000000,6120800
2017-05-22,62638.000000,62638.000000,60925.000000,61673.000000,61673.000000,5815800
2017-05-23,61670.000000,62775.000000,61670.000000,62662.000000,62662.000000,4753500
2017-05-24,62673.000000,64016.000000,62673.000000,63257.000000,63257.000000,4181200
2017-05-25,63256.000000,63991.000000,62762.000000,63227.000000,63227.000000,4001000
2017-05-26,63228.000000,64170.000000,63228.000000,64085.000000,64085.000000,3849400
2017-05-29,64055.000000,64055.000000,63531.000000,63761.000000,63761.000000,1646300
2017-05-30,63765.000000,64107.000000,63720.000000,63962.000000,63962.000000,2235300
2017-05-31,63961.000000,63984.000000,62673.000000,62711.000000,62711.000000,4535100
2017-06-01,62711.000000,63293.000000,62165.000000,62289.000000,62289.000000,3370200
2017-06-02,62289.000000,62773.000000,62161.000000,62511.000000,62511.000000,2874500
2017-06-05,62503.000000,62800.000000,62010.000000,62450.000000,62450.000000,2421700
2017-06-06,62450.000000,63302.000000,62426.000000,62955.000000,62955.000000,2993300
2017-06-07,62955.000000,63637.000000,62912.000000,63171.000000,63171.000000,2892300
2017-06-08,63171.000000,63171.000000,62376.000000,62756.000000,62756.000000,2702400
2017-06-09,62755.000000,63066.000000,62095.000000,62211.000000,62211.000000,3099900
2017-06-12,62219.000000,62286.000000,61279.000000,61700.000000,61700.000000,3026600
2017-06-13,61708.000000,62012.000000,61510.000000,61829.000000,61829.000000,2469100
2017-06-14,61831.000000,62475.000000,61508.000000,61923.000000,61923.000000,4328500
2017-06-15,null,null,null,null,null,null
2017-06-16,61911.000000,61921.000000,61269.000000,61626.000000,61626.000000,5088000
2017-06-19,61620.000000,62272.000000,61620.000000,62014.000000,62014.000000,2752600
2017-06-20,62011.000000,62011.000000,60766.000000,60766.000000,60766.000000,3956200
2017-06-21,60783.000000,61188.000000,60544.000000,60762.000000,60762.000000,3274700
2017-06-22,60762.000000,61354.000000,60758.000000,61272.000000,61272.000000,3066900
2017-06-23,61272.000000,61400.000000,60992.000000,61087.000000,61087.000000,2836700
2017-06-26,61088.000000,62251.000000,61088.000000,62188.000000,62188.000000,2599200
2017-06-27,62188.000000,62424.000000,61580.000000,61675.000000,61675.000000,3275700
2017-06-28,61684.000000,62057.000000,61433.000000,62018.000000,62018.000000,2719100
2017-06-29,62010.000000,62499.000000,61689.000000,62239.000000,62239.000000,2915500
2017-06-30,62238.000000,63038.000000,62238.000000,62900.000000,62900.000000,2688200
2017-07-03,62901.000000,63338.000000,62901.000000,63280.000000,63280.000000,2086300
2017-07-04,63268.000000,63346.000000,63076.000000,63232.000000,63232.000000,950700
2017-07-05,63215.000000,63485.000000,62708.000000,63154.000000,63154.000000,3169900
2017-07-06,63156.000000,63188.000000,62354.000000,62470.000000,62470.000000,3038700
2017-07-07,62474.000000,62926.000000,62035.000000,62322.000000,62322.000000,2894200
2017-07-10,62322.000000,63135.000000,62322.000000,63025.000000,63025.000000,2224000
2017-07-11,63027.000000,63891.000000,62908.000000,63832.000000,63832.000000,2566700
2017-07-12,63840.000000,64938.000000,63827.000000,64836.000000,64836.000000,4116300
2017-07-13,64854.000000,65302.000000,64854.000000,65178.000000,65178.000000,3121700
2017-07-14,65178.000000,65624.000000,65178.000000,65436.000000,65436.000000,2711600
2017-07-17,65431.000000,65478.000000,65119.000000,65212.000000,65212.000000,2255300
2017-07-18,65208.000000,65338.000000,64943.000000,65338.000000,65338.000000,2213500
2017-07-19,65337.000000,65604.000000,64874.000000,65180.000000,65180.000000,2622700
2017-07-20,65178.000000,65505.000000,64898.000000,64938.000000,64938.000000,2252900
2017-07-21,64936.000000,65150.000000,64599.000000,64684.000000,64684.000000,2125500
2017-07-24,64695.000000,65104.000000,64678.000000,65100.000000,65100.000000,0
2017-07-25,65101.000000,65749.000000,65101.000000,65668.000000,65668.000000,2737400
2017-07-26,65668.000000,65873.000000,64992.000000,65011.000000,65011.000000,2942300
2017-07-27,65013.000000,65678.000000,65013.000000,65277.000000,65277.000000,2483900
2017-07-28,65253.000000,65497.000000,64953.000000,65497.000000,65497.000000,2760700
2017-07-31,65503.000000,66048.000000,65503.000000,65920.000000,65920.000000,2572700
2017-08-01,65925.000000,66606.000000,65925.000000,66516.000000,66516.000000,2762600
2017-08-02,66504.000000,67277.000000,66305.000000,67136.000000,67136.000000,3713700
2017-08-03,67136.000000,67256.000000,66705.000000,66777.000000,66777.000000,2722400
2017-08-04,66783.000000,67104.000000,66525.000000,66898.000000,66898.000000,2370900
2017-08-07,66898.000000,68043.000000,66887.000000,67940.000000,67940.000000,2996800
2017-08-08,67936.000000,68500.000000,67671.000000,67899.000000,67899.000000,3134300
2017-08-09,67894.000000,67894.000000,67290.000000,67671.000000,67671.000000,2488000
2017-08-10,67671.000000,67671.000000,66650.000000,66992.000000,66992.000000,2820800
2017-08-11,66992.000000,67623.000000,66678.000000,67359.000000,67359.000000,2890000
2017-08-14,67364.000000,68642.000000,67226.000000,68285.000000,68285.000000,2827300
2017-08-15,68296.000000,68846.000000,68293.000000,68355.000000,68355.000000,2753200
2017-08-16,68356.000000,68950.000000,68304.000000,68594.000000,68594.000000,3753400
2017-08-17,68596.000000,68596.000000,67866.000000,67977.000000,67977.000000,2661800
2017-08-18,67990.000000,68808.000000,67979.000000,68715.000000,68715.000000,3464800
2017-08-21,68713.000000,69068.000000,68514.000000,68635.000000,68635.000000,2643300
2017-08-22,68645.000000,70278.000000,68645.000000,70011.000000,70011.000000,3907500
2017-08-23,70011.000000,70587.000000,69947.000000,70478.000000,70478.000000,3348400
2017-08-24,70482.000000,71238.000000,70482.000000,71133.000000,71133.000000,3113000
2017-08-25,71138.000000,71506.000000,70801.000000,71074.000000,71074.000000,2411000
2017-08-28,71074.000000,71390.000000,70909.000000,71017.000000,71017.000000,2196400
2017-08-29,71005.000000,71330.000000,70517.000000,71330.000000,71330.000000,2274700
2017-08-30,71328.000000,71454.000000,70755.000000,70886.000000,70886.000000,2663200
2017-08-31,70887.000000,71234.000000,70516.000000,70835.000000,70835.000000,4245100
2017-09-01,70848.000000,72217.000000,70846.000000,71923.000000,71923.000000,3880900
2017-09-04,71921.000000,72141.000000,71671.000000,72129.000000,72129.000000,1998000
2017-09-05,72134.000000,73180.000000,71827.000000,72151.000000,72151.000000,4230900
2017-09-06,72157.000000,73608.000000,72157.000000,73412.000000,73412.000000,4242500
2017-09-07,null,null,null,null,null,null
2017-09-08,73413.000000,73646.000000,72925.000000,73079.000000,73079.000000,3114100
2017-09-11,73096.000000,74636.000000,73096.000000,74319.000000,74319.000000,3283100
2017-09-12,74322.000000,75332.000000,74294.000000,74539.000000,74539.000000,3591700
2017-09-13,74543.000000,75146.000000,74196.000000,74788.000000,74788.000000,3212500
2017-09-14,74787.000000,74949.000000,74397.000000,74657.000000,74657.000000,3206100
2017-09-15,74656.000000,75820.000000,74648.000000,75757.000000,75757.000000,4825000
2017-09-18,75758.000000,76404.000000,75621.000000,75990.000000,75990.000000,3437400
2017-09-19,75990.000000,76071.000000,75300.000000,75974.000000,75974.000000,3026100
2017-09-20,75974.000000,76420.000000,75074.000000,76004.000000,76004.000000,3890900
2017-09-21,76014.000000,76251.000000,75282.000000,75604.000000,75604.000000,3228500
2017-09-22,75618.000000,75734.000000,75029.000000,75390.000000,75390.000000,2801700
2017-09-25,75381.000000,75470.000000,74303.000000,74443.000000,74443.000000,3376500
2017-09-26,74443.000000,74971.000000,74319.000000,74319.000000,74319.000000,3565400
2017-09-27,74358.000000,74744.000000,73125.000000,73797.000000,73797.000000,3788600
2017-09-28,73808.000000,74011.000000,73277.000000,73567.000000,73567.000000,3082900
2017-09-29,73571.000000,74518.000000,73571.000000,74294.000000,74294.000000,3126600
2017-10-02,74295.000000,74506.000000,73845.000000,74360.000000,74360.000000,2512000
2017-10-03,74363.000000,76763.000000,74363.000000,76763.000000,76763.000000,3816900
2017-10-04,76763.000000,77004.000000,76422.000000,76591.000000,76591.000000,3119500
2017-10-05,76592.000000,78024.000000,76592.000000,76618.000000,76618.000000,4112900
2017-10-06,76618.000000,76618.000000,75603.000000,76055.000000,76055.000000,2994300
2017-10-09,76055.000000,76067.000000,75181.000000,75727.000000,75727.000000,2335300
2017-10-10,75745.000000,76996.000000,75745.000000,76897.000000,76897.000000,3489200
2017-10-11,76910.000000,76985.000000,76323.000000,76660.000000,76660.000000,3781500
2017-10-12,null,null,null,null,null,null
2017-10-13,76659.000000,77319.000000,76659.000000,76990.000000,76990.000000,3200100
2017-10-16,76985.000000,77382.000000,76565.000000,76892.000000,76892.000000,3075600
2017-10-17,76892.000000,76892.000000,76046.000000,76201.000000,76201.000000,2771100
2017-10-18,76211.000000,76730.000000,76012.000000,76591.000000,76591.000000,3156800
2017-10-19,76591.000000,76591.000000,75366.000000,76283.000000,76283.000000,2509800
2017-10-20,76291.000000,76971.000000,76291.000000,76391.000000,76391.000000,2645300
2017-10-23,76398.000000,76498.000000,75315.000000,75413.000000,75413.000000,2631800
2017-10-24,75426.000000,76420.000000,75426.000000,76350.000000,76350.000000,3047500
2017-10-25,76350.000000,76883.000000,75404.000000,76671.000000,76671.000000,2953800
2017-10-26,76671.000000,77061.000000,75813.000000,75896.000000,75896.000000,2901100
2017-10-27,75898.000000,76617.000000,75601.000000,75976.000000,75976.000000,3434400
2017-10-30,75973.000000,75973.000000,74305.000000,74800.000000,74800.000000,3811600
2017-10-31,74798.000000,75142.000000,74145.000000,74308.000000,74308.000000,3545700
2017-11-01,74310.000000,75199.000000,73823.000000,73824.000000,73824.000000,3668100
2017-11-02,null,null,null,null,null,null
2017-11-03,73834.000000,74254.000000,73094.000000,73915.000000,73915.000000,4386900
2017-11-06,73911.000000,74445.000000,73830.000000,74311.000000,74311.000000,3297400
2017-11-07,74306.000000,74306.000000,72386.000000,72415.000000,72415.000000,4888900
2017-11-08,72468.000000,74481.000000,72468.000000,74363.000000,74363.000000,3408800
2017-11-09,74363.000000,74363.000000,72795.000000,72931.000000,72931.000000,3303800
2017-11-10,72932.000000,73019.000000,71920.000000,72166.000000,72166.000000,3140100
2017-11-13,72167.000000,72735.000000,71776.000000,72475.000000,72475.000000,2783400
2017-11-14,72442.000000,72838.000000,70825.000000,70827.000000,70827.000000,4352600
2017-11-15,72442.000000,72838.000000,70825.000000,70827.000000,70827.000000,0
2017-11-16,70827.000000,72896.000000,70827.000000,72512.000000,72512.000000,3340900
2017-11-17,72512.000000,73632.000000,72390.000000,73437.000000,73437.000000,2749700
2017-11-20,null,null,null,null,null,null
2017-11-21,73439.000000,75073.000000,73439.000000,74595.000000,74595.000000,3539600
2017-11-22,74611.000000,75019.000000,74242.000000,74519.000000,74519.000000,3410600
2017-11-23,74519.000000,74578.000000,73851.000000,74487.000000,74487.000000,1556800
2017-11-24,74503.000000,74542.000000,74093.000000,74157.000000,74157.000000,2510300
2017-11-27,74157.000000,74157.000000,73159.000000,74059.000000,74059.000000,2810800
2017-11-28,74060.000000,74989.000000,74056.000000,74140.000000,74140.000000,3030700
2017-11-29,74146.000000,74515.000000,72700.000000,72700.000000,72700.000000,3639400
2017-11-30,72700.000000,72700.000000,71215.000000,71971.000000,71971.000000,5348800
2017-12-01,71955.000000,72472.000000,71488.000000,72264.000000,72264.000000,3003100
2017-12-04,72266.000000,73749.000000,72266.000000,73090.000000,73090.000000,3038600
2017-12-05,73090.000000,74166.000000,72319.000000,72546.000000,72546.000000,2913300
2017-12-06,72535.000000,73418.000000,71906.000000,73268.000000,73268.000000,3099300
2017-12-07,73268.000000,73268.000000,71356.000000,72487.000000,72487.000000,3260800
2017-12-08,72489.000000,73425.000000,72489.000000,72732.000000,72732.000000,3085600
2017-12-11,72775.000000,73361.000000,72498.000000,72800.000000,72800.000000,2450200
2017-12-12,72800.000000,73814.000000,71798.000000,73814.000000,73814.000000,2956100
2017-12-13,73827.000000,74622.000000,72569.000000,72914.000000,72914.000000,4494700
2017-12-14,72913.000000,72913.000000,71969.000000,72429.000000,72429.000000,3491800
2017-12-15,72428.000000,73069.000000,72277.000000,72608.000000,72608.000000,4659500
2017-12-18,72621.000000,73519.000000,72621.000000,73115.000000,73115.000000,3202900
2017-12-19,73122.000000,73139.000000,72347.000000,72680.000000,72680.000000,2351600
2017-12-20,72680.000000,73492.000000,72680.000000,73367.000000,73367.000000,2219600
2017-12-21,73367.000000,75133.000000,73265.000000,75133.000000,75133.000000,3056400
2017-12-22,75128.000000,75227.000000,74623.000000,75187.000000,75187.000000,1906900
2017-12-25,null,null,null,null,null,null
2017-12-26,75187.000000,75758.000000,74924.000000,75688.000000,75688.000000,1579700
2017-12-27,75708.000000,76293.000000,75708.000000,76073.000000,76073.000000,1792200
2017-12-28,76077.000000,76437.000000,76077.000000,76402.000000,76402.000000,2083000
2017-12-29,76077.000000,76437.000000,76077.000000,76402.000000,76402.000000,0
2018-01-02,76403.000000,77909.000000,76403.000000,77891.000000,77891.000000,2880300
2018-01-03,77889.000000,78414.000000,77602.000000,77995.000000,77995.000000,3142200
2018-01-04,77998.000000,79135.000000,77998.000000,78647.000000,78647.000000,3486100
2018-01-05,78644.000000,79071.000000,78218.000000,79071.000000,79071.000000,2747100
2018-01-08,79070.000000,79395.000000,78631.000000,79379.000000,79379.000000,2550800
2018-01-09,79379.000000,79415.000000,78699.000000,78864.000000,78864.000000,3458600
